,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,Unnamed: 16
235041,2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f80egc25282,il,4.9,25465.0,red,black,enterprise/ars,31100,33000,Tue Feb 10 2015 03:00:00 GMT-0800 (PST),
532061,2014,Infiniti,Q50,Base,sedan,automatic,jn1bv7ap4em687422,va,3.6,17377.0,gray,gray,enterprise veh exchange/rental,26000,26500,Thu Jun 11 2015 02:20:00 GMT-0700 (PDT),
379536,2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd7er165909,tx,3.8,38508.0,red,beige,ars/avis budget group,14850,15700,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),
29701,1997,Ford,Explorer,XLT,SUV,automatic,1fmdu34e2vzb99936,tx,,233377.0,green,—,titlemax/socorro tx2,550,700,Thu Dec 18 2014 14:00:00 GMT-0800 (PST),
288592,2007,Volvo,S80,3.2,Sedan,automatic,yv1as982271023979,az,2.3,113037.0,gray,black,lens auto brokerage inc,5850,4900,Wed Feb 11 2015 03:00:00 GMT-0800 (PST),
491776,2013,Ram,C/V Tradesman,Base,minivan,automatic,2c4jrgag0dr505174,wi,3.6,82550.0,white,black,selig leasing co inc,8775,8000,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),
119791,2015,Kia,Sorento,LX,SUV,automatic,5xyktca6xfg586455,wi,4.6,11695.0,gray,black,"kia motors america, inc",20900,20900,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),
441472,2011,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3bn415229,va,3.5,50706.0,gray,gray,union bank and trust,9625,9900,Thu Jun 11 2015 02:05:00 GMT-0700 (PDT),
130500,2003,,,,,automatic,jtjbt20xx30022601,ca,2.8,143210.0,silver,gray,south county lexus at mission viejo,9225,10300,Wed Jan 28 2015 04:30:00 GMT-0800 (PST),
491974,2012,Ford,Explorer,Limited,suv,automatic,1fmhk7f92cga86253,fl,2.3,56098.0,black,gray,"ford motor credit company,llc",23300,20100,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),
19488,2014,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf2e5311780,tx,4.3,20535.0,—,black,budget of omaha/ars,22900,24000,Thu Dec 18 2014 10:30:00 GMT-0800 (PST),
353065,2010,Volkswagen,Jetta,SportWagen TDI,Wagon,automatic,3vwpl7ajxam657485,ca,3.6,129475.0,black,black,mckenna volks,7775,5000,Wed Feb 25 2015 03:00:00 GMT-0800 (PST),
459517,2006,Cadillac,CTS,Base,Sedan,automatic,1g6dm57t960109667,la,1.9,120506.0,gray,gray,national auto acceptance,4250,2500,Wed May 27 2015 03:00:00 GMT-0700 (PDT),
63510,2012,Subaru,Impreza,2.0i Limited PZEV,Hatchback,automatic,jf1gpak65ch204712,ca,3.8,28443.0,silver,black,high bid trading co inc,18400,17500,Wed Dec 31 2014 12:15:00 GMT-0800 (PST),
179316,2014,Ford,Fusion,SE,Sedan,,3fa6p0h77er221065,pa,3.6,16365.0,black,black,ford motor credit company,16400,13500,Fri Jan 30 2015 01:00:00 GMT-0800 (PST),
250294,2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn444495,oh,3.9,35308.0,white,tan,nissan-infiniti lt,11900,11200,Tue Feb 10 2015 01:30:00 GMT-0800 (PST),
213914,2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg1er352224,pa,4.0,23488.0,gold,black,hertz corporation/gdp,16850,17200,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),
359915,2009,Pontiac,G8,Base,Sedan,automatic,6g2er57789l194114,ga,3.7,66942.0,blue,black,contemporary auto sales,12150,12500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
22355,2005,Dodge,Ram Pickup 2500,ST,Quad Cab,automatic,3d3kr28d85g851698,ne,,152637.0,burgundy,gray,stew hansen hyundai,6075,4200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),
35216,2012,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c56cl736495,wi,4.4,26226.0,white,black,financial services remarketing (lease),32000,29700,Wed Dec 17 2014 10:00:00 GMT-0800 (PST),
475514,2012,Kia,Optima,SX,sedan,automatic,5xxgr4a67cg007688,tx,4.3,38153.0,white,black,michmich auto brokers,16950,19300,Thu May 28 2015 03:30:00 GMT-0700 (PDT),
9436,2011,Ford,F-150,Lariat,SuperCab,automatic,1ftfx1et1bfd07482,mi,3.8,36141.0,beige,tan,"ford motor credit company,llc",25400,25300,Thu Dec 18 2014 09:00:00 GMT-0800 (PST),
8766,2011,Cadillac,SRX,Luxury,SUV,automatic,3gyfndey6bs676315,ne,3.2,34268.0,black,black,galyen leasing inc,22200,22500,Thu Jan 08 2015 11:00:00 GMT-0800 (PST),
353727,2007,Saturn,Aura,XE,Sedan,automatic,1g8zs57n97f274119,ny,3.5,127030.0,gray,gray,wheels r us inc,3125,3500,Wed Feb 25 2015 03:30:00 GMT-0800 (PST),
388961,2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg4dl684152,tn,4.9,17534.0,—,black,hutch chrysler dodge jeep ram,26100,26000,Wed Mar 04 2015 02:30:00 GMT-0800 (PST),
541838,2004,Chevrolet,Cavalier,LS,sedan,automatic,1g1jh52f947201168,fl,1.9,176030.0,orange,gray,hertz remarketing,750,500,Wed Jun 17 2015 09:00:00 GMT-0700 (PDT),
280260,2006,Chevrolet,Cobalt,LTZ,Sedan,automatic,1g1az58f567879794,la,2.3,122214.0,silver,gray,westfall auto sales,2375,4700,Wed Feb 18 2015 02:40:00 GMT-0800 (PST),
290334,2001,Oldsmobile,Silhouette,GL,Minivan,automatic,1ghdx23e61d314000,nc,1.9,146204.0,white,gray,hendrick chrysler dodge jeep ram of concord,1050,1500,Wed Feb 11 2015 06:00:00 GMT-0800 (PST),
442224,2004,Honda,Civic,Value Package,Coupe,manual,1hgem21104l083139,nc,1.9,150586.0,red,gray,crossroads ford of wake forest inc,2200,2300,Mon May 25 2015 02:00:00 GMT-0700 (PDT),
295342,2012,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a36cc036734,fl,4.2,33129.0,gray,gray,vw credit,12000,12000,Wed Feb 18 2015 01:30:00 GMT-0800 (PST),
513309,2004,Pontiac,Grand Am,SE1,sedan,automatic,1g2nf52e74c257482,fl,3.6,30124.0,silver,black,d&a fine cars,2850,3350,Fri Jun 05 2015 02:25:00 GMT-0700 (PDT),
526835,2010,Volkswagen,Golf,2.5L PZEV,hatchback,manual,wvwab7aj5aw395175,nv,3.7,46637.0,blue,black,volkswagen north scottsdale,8175,6200,Thu Jun 11 2015 07:30:00 GMT-0700 (PDT),
412541,2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg2et176823,il,3,15600.0,red,black,hertz corporation/gdp,18100,16200,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT),
205557,2000,Ford,Ranger,XLT,Extended Cab,automatic,1ftzr15v0ypa08934,nv,2.0,116733.0,green,—,titlemax of west craig rd. - nv 8,3425,1200,Thu Feb 12 2015 03:00:00 GMT-0800 (PST),
357454,2003,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d83c159977,nj,2.2,112032.0,black,gray,elite acura,3625,3500,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),
107690,2014,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wddhf8jb1ea991393,wi,5.0,9957.0,silver,black,mercedes-benz financial services,41700,42500,Wed Feb 11 2015 02:00:00 GMT-0800 (PST),
4395,2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d95n431892,ca,1.9,149690.0,gray,gray,veros credit,2700,2200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),
541080,2007,Toyota,RAV4,Sport,suv,automatic,jtmbk32v076020530,ma,3.1,69342.0,black,black,lexus of watertown,11400,11000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),
300580,2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44lx5r491814,pa,1.9,162359.0,silver,gray,credit acceptance corp/vrs/southfield,1925,1300,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),
267881,2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee2cc782644,co,4.2,53039.0,white,gray,fifth third bank,9825,10500,Tue Feb 10 2015 04:00:00 GMT-0800 (PST),
219857,2012,BMW,3 Series,328i xDrive,Coupe,automatic,wbakf5c56ce656803,fl,2.8,29263.0,white,red,financial services remarketing (lease),23200,22200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),
316155,2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,,2g1wc5e37e1147552,nc,4.9,18164.0,gray,gray,medlin buick gmc mazda,14800,15500,Tue Feb 17 2015 01:15:00 GMT-0800 (PST),
187889,2014,Jeep,Cherokee,Limited,SUV,automatic,1c4pjmds7ew110661,va,4.0,7826.0,black,gray,"chrysler group,llc",26200,22000,Wed Jan 28 2015 16:00:00 GMT-0800 (PST),
131979,2014,Hyundai,Elantra,SE,Sedan,,5npdh4ae3eh484655,pa,4.2,27415.0,gray,gray,enterprise veh exchange/rental,12450,12200,Fri Jan 16 2015 09:00:00 GMT-0800 (PST),
97557,2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c50cds99374,ca,4.4,41445.0,beige,gray,financial services remarketing (lease),33400,31500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST),
528724,2007,Saturn,Aura,XR,sedan,automatic,1g8zv57757f219921,fl,3.9,92378.0,red,—,brandon auto mall fiat,5175,5800,Thu Jun 11 2015 08:30:00 GMT-0700 (PDT),
4610,2003,Infiniti,Q45,Premium,Sedan,automatic,jnkbf01a23m102376,ca,2.9,168305.0,black,black,california fleet inc,3350,3500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),
283916,2013,Ram,1500,Tradesman,Crew Cab,automatic,1c6rr7kt5ds508348,tx,3.5,108325.0,white,gray,donlen corporation,20900,13200,Thu Feb 26 2015 03:00:00 GMT-0800 (PST),
34275,2013,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap5dc843728,tn,4.9,16086.0,burgundy,gray,nissan north america inc.,21200,19200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),
386999,2012,Volkswagen,Jetta,Base,Sedan,,3vw2k7aj1cm357267,pa,1.9,48583.0,gray,black,vw credit,9025,7900,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),
412654,2004,Toyota,4Runner,SR5,SUV,automatic,jtebu14r140044439,nj,2,158018.0,black,gray,auto village llc,6150,5800,Tue May 19 2015 03:15:00 GMT-0700 (PDT),
377916,2009,GMC,Acadia,SLE-1,SUV,automatic,1gker13d49j187805,tx,2.0,98944.0,white,black,santander consumer,10100,9300,Wed Mar 04 2015 02:00:00 GMT-0800 (PST),
194125,2011,Lincoln,MKX,Base,SUV,automatic,2lmdj8jk9bbj23553,ca,3.3,30417.0,black,black,"ford motor credit company,llc pd",23000,23800,Thu Jan 29 2015 04:00:00 GMT-0800 (PST),
319672,2009,Chevrolet,HHR,LS,Wagon,automatic,3gnca13b49s581772,ca,3.1,89819.0,black,black,credit acceptance corp/vrs/southfield,4850,4800,Wed Feb 18 2015 04:40:00 GMT-0800 (PST),
218183,2014,Ford,F-150,XLT,SuperCab,automatic,1ftfx1etxefb18737,tn,4.9,16104.0,—,gray,midtown motors,25500,24500,Wed Feb 04 2015 10:30:00 GMT-0800 (PST),
278440,2012,Subaru,Legacy,2.5i,Sedan,automatic,4s3bmca63c3034177,wi,2.3,61766.0,gray,black,"jpmorgan chase bank,n.a.",12250,11100,Wed Feb 11 2015 02:00:00 GMT-0800 (PST),
234667,2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh8ez021365,fl,4.0,12101.0,green,gray,hertz corporation/gdp,12350,13000,Mon Feb 16 2015 04:30:00 GMT-0800 (PST),
206906,2013,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c53dwm07014,wa,4.5,35556.0,silver,black,avis corporation,17250,17300,Wed Feb 11 2015 04:30:00 GMT-0800 (PST),
83468,2007,Toyota,RAV4,Sport,SUV,automatic,jtmbd32v976033707,wi,1.9,78943.0,black,black,dt credit corporation,9400,8400,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),
15033,2008,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25c481210406,az,2.4,170741.0,white,gray,leasing associates,5275,6400,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),
537629,2012,Infiniti,G Sedan,G37x,g sedan,automatic,jn1cv6ar4cm677468,mo,3.7,32035.0,—,black,nissan infiniti lt,19100,18000,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT),
389722,2012,Honda,Civic,LX,Sedan,automatic,19xfb2f52ce331001,pa,2.9,57730.0,blue,beige,"ahfc/honda lease trust/hvt, inc. eot",9900,9200,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),
375688,2014,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl7e5041628,fl,4.7,7213.0,black,red,lexus financial services,39000,44100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),
43201,2011,GMC,Yukon XL,Denali,SUV,automatic,1gks2mef7br340515,fl,3.4,115815.0,black,black,tdaf remarketing,21500,19800,Tue Dec 30 2014 09:00:00 GMT-0800 (PST),
251204,2011,Toyota,Tundra,Tundra,Double Cab,automatic,5tfrm5f19bx025286,ca,2.6,32912.0,white,gray,reliance motors llc,19300,20750,Thu Feb 05 2015 04:00:00 GMT-0800 (PST),
496742,2013,Nissan,Rogue,S,suv,automatic,jn8as5mv4dw617457,ga,2.9,59881.0,black,gray,the hertz corporation,12000,11200,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),
105648,2010,MINI,Cooper,S,Convertible,automatic,wmwms3c5xaty08759,fl,4.3,15945.0,white,black,braman motorcars,17850,16600,Thu Jan 08 2015 09:40:00 GMT-0800 (PST),
365246,2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap4cc808564,fl,4.8,35228.0,gray,tan,nissan-infiniti lt,17450,19600,Wed Mar 04 2015 01:00:00 GMT-0800 (PST),
362583,2012,BMW,X5,xDrive35d,SUV,,5uxzw0c53cl667823,nj,4.5,16618.0,brown,brown,bmw of mount laurel,37500,37000,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),
154314,2008,BMW,X5,3.0si,SUV,automatic,5uxfe43588l025943,ga,3.6,86070.0,black,brown,onemain rem/metropolitan classic cars inc,15450,15000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),
320097,2008,Jeep,Wrangler,Unlimited X,SUV,automatic,1j4gb39148l649228,nc,3.7,72189.0,burgundy,gray,fred anderson nissan of raleigh,14350,12500,Mon Feb 16 2015 01:00:00 GMT-0800 (PST),
153936,2010,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp3al426352,il,2.3,80376.0,gray,gray,wells fargo dealer services,5450,5900,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),
131662,2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k28el158403,ga,2.9,22906.0,gray,black,bush motors,12550,10900,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),
67127,2014,Dodge,Grand Caravan,SXT,Minivan,,2c4rdgcg7er391495,va,4.0,15859.0,gray,black,enterprise veh exchange/rental,17000,17300,Thu Jan 15 2015 00:45:00 GMT-0800 (PST),
80450,2012,Subaru,Legacy,2.5i PZEV,Sedan,automatic,4s3bmba60c3033711,md,2.5,74142.0,silver,black,flexco fleet services,10900,8900,Tue Jan 06 2015 09:30:00 GMT-0800 (PST),
169204,2002,BMW,Z3,2.5i,Convertible,manual,4uscn33462lk52507,nc,4.7,19510.0,silver,black,medlin buick gmc mazda,9525,10800,Tue Jan 20 2015 01:15:00 GMT-0800 (PST),
278446,2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3ba7ck537517,ca,2.0,13800.0,green,black,century dealer services corp,7950,8000,Wed Feb 11 2015 04:00:00 GMT-0800 (PST),
477448,2014,Ford,E-Series Van,E-250,e-series van,,1ftne2ew6eda80503,nj,4.3,9871.0,white,gray,u-haul,19950,21400,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),
108963,2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8bm411644,nj,2.9,49738.0,black,black,nissan infiniti lt,17850,16000,Wed Jan 14 2015 01:30:00 GMT-0800 (PST),
517483,2012,Toyota,Camry,XLE,sedan,automatic,4t4bf1fk8cr179800,nj,1.9,26915.0,gray,gray,toyota financial services,15750,23100,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT),
138199,2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h79dr319772,il,4.5,14909.0,black,black,"ford motor credit company,llc",14900,14900,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),
144450,2011,Jaguar,XF,Base,Sedan,automatic,sajwa0fb8blr86946,pa,3.6,34720.0,black,black,carriage traders,24800,22500,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),
285718,2011,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c58bt253376,ca,4.9,63560.0,brown,black,high bid trading co inc,9750,10500,Wed Feb 11 2015 04:15:00 GMT-0800 (PST),
246368,2000,Honda,CR-V,EX,SUV,automatic,jhlrd1866yc030062,mo,2.3,154398.0,green,gray,tdaf remarketing,2400,3000,Tue Feb 03 2015 02:30:00 GMT-0800 (PST),
518596,2005,Dodge,Durango,SLT,suv,automatic,1d4hb48n55f526961,mo,1.9,85296.0,burgundy,gray,onemain remarketing services,3725,4400,Wed Jun 10 2015 03:30:00 GMT-0700 (PDT),
459453,2007,,,,,automatic,1gkfk668x71287876,nj,2.6,246273.0,black,black,terryville chevrolet llc,7475,8300,Wed May 27 2015 02:30:00 GMT-0700 (PDT),
209471,2012,Chevrolet,Tahoe,LT,SUV,automatic,1gnscbe03cr142953,tx,2.1,56296.0,black,gray,wells fargo dealer services,24600,21900,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),
480340,2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap2cc179234,fl,5,29308.0,beige,beige,nissan-infiniti lt,11900,12400,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),
187417,2000,,,,,automatic,1fmzu64p5yza85054,tx,2.7,154371.0,blue,tan,automotive remarketing inc,975,1100,Tue Jan 27 2015 02:30:00 GMT-0800 (PST),
745,2012,Acura,TSX,Base,Sedan,automatic,jh4cu2f43cc007761,ca,3.9,43127.0,black,black,"ahfc/honda lease trust/hvt, inc. eot",16450,17800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST),
217234,2014,Chevrolet,Express Cargo,1500,Van,automatic,1gcsgafx7e1190928,pa,4.5,10466.0,white,gray,enterprise veh exchange/rental,19800,19900,Fri Feb 06 2015 01:00:00 GMT-0800 (PST),
168823,2009,Nissan,Murano,S,SUV,automatic,jn8az18u19w009943,ca,3.8,80720.0,white,beige,elad motors,10500,10200,Tue Jan 20 2015 04:30:00 GMT-0800 (PST),
98952,2011,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d43ba336833,ca,2.8,38624.0,white,tan,fiserv/usb dealer services northstar exchange,42800,43000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),
459911,2000,Chevrolet,Suburban,1500,SUV,automatic,3gnec16t7yg118212,ga,2.9,225937.0,gray,tan,credit acceptance corp/vrs/southfield,1225,1500,Tue Jun 02 2015 06:10:00 GMT-0700 (PDT),
191882,2013,Honda,Accord,EX,Sedan,automatic,1hgcr2f70da028966,ga,3.7,21392.0,silver,black,"ahfc/honda lease trust/hvt, inc.",17800,18200,Thu Jan 29 2015 02:00:00 GMT-0800 (PST),
555035,2003,Nissan,Altima,2.5 SL,sedan,automatic,1n4al11d93c245679,fl,1.9,140844.0,red,beige,courtesy nissan of tampa,2225,500,Thu Jun 18 2015 09:20:00 GMT-0700 (PDT),
68927,2014,Mazda,Mazda2,Touring,Hatchback,automatic,jm1de1lyxe0178905,mi,4.9,10149.0,silver,black,mazda motors of america inc.,12650,12500,Thu Jan 08 2015 01:30:00 GMT-0800 (PST),
292066,2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn423692,in,3.2,55679.0,silver,black,the hertz corporation,12000,11500,Wed Feb 25 2015 16:00:00 GMT-0800 (PST),
306313,2013,Ford,Focus,SE,Hatchback,automatic,1fadp3k29dl267855,nv,2.8,42926.0,black,gray,avis corporation,10900,11100,Fri Feb 20 2015 04:00:00 GMT-0800 (PST),
82647,2010,Ford,F-150,XLT,SuperCab,automatic,1ftex1e80afc19920,oh,2.4,84865.0,silver,gray,humberview chevrolet,15950,15600,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),
159812,2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0cg0cr167962,il,3.7,41442.0,white,black,"ford motor credit company,llc",14000,14200,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),
530344,2003,Toyota,Sequoia,SR5,suv,,5tdzt34a33s185634,fl,1.9,134940.0,beige,gray,q auto,4575,5200,Thu Jun 11 2015 09:20:00 GMT-0700 (PDT),
258195,2011,Toyota,Avalon,Limited,Sedan,,4t1bk3db1bu370123,pa,3.6,91260.0,white,gray,lindsay lexus of alexandria,16750,20100,Fri Feb 06 2015 01:00:00 GMT-0800 (PST),
427463,2011,Ford,Ranger,XL,Regular Cab,automatic,1ftkr1ad5bpb02149,ca,3.1,54084.0,white,gray,lease plan usa,10400,10600,Tue May 19 2015 05:00:00 GMT-0700 (PDT),
396499,2008,Cadillac,DTS,Base,Sedan,automatic,1g6kd57y48u116220,pa,3,63169.0,white,black,r hollenshead auto sales inc,9825,10400,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),
118141,2004,,,,,automatic,2hkyf18654h528819,sc,3.4,167019.0,silver,gray,hendrick toyota scion north charleston,4100,4400,Tue Jan 13 2015 10:00:00 GMT-0800 (PST),
319543,2010,Honda,Accord,EX,Sedan,automatic,1hgcp2f79aa000505,fl,2.0,75300.0,blue,gray,remarketing by ge/people driven credit union,9850,10000,Tue Feb 17 2015 03:05:00 GMT-0800 (PST),
187554,1995,Toyota,Corolla,DX,Sedan,automatic,1nxae09b8sz289307,ma,2.0,122227.0,brown,gray,boch new to you superstore,800,700,Thu Jan 22 2015 10:30:00 GMT-0800 (PST),
163138,2006,Chevrolet,Impala,LT,Sedan,automatic,2g1wt58k069190894,fl,1.9,176496.0,white,gray,autonation ford sanford,2175,1600,Tue Jan 20 2015 10:00:00 GMT-0800 (PST),
150071,2005,Toyota,Camry,SE,Sedan,manual,jtdbe32k353018332,ca,2.8,140619.0,silver,gray,premium auto wholesale,4150,4000,Thu Jan 15 2015 04:00:00 GMT-0800 (PST),
160165,2011,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdka3dc4bs005584,pa,2.6,98236.0,white,gray,alamo leasing co inc,11650,10900,Wed Jan 21 2015 01:30:00 GMT-0800 (PST),
457234,2014,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0fv3en755226,fl,5,14789.0,black,gray,tdaf remarketing,23200,22000,Tue Jun 09 2015 02:00:00 GMT-0700 (PDT),
115430,2009,Pontiac,Vibe,Base,Hatchback,automatic,5y2sp67009z439382,tx,3.4,101195.0,silver,black,dt credit corporation,4850,5600,Tue Jan 13 2015 11:00:00 GMT-0800 (PST),
301209,2013,Volkswagen,Golf R,Base,Hatchback,manual,wvwpf7aj4dw030456,tx,4.9,19776.0,black,black,j & j auto & truck sales,27200,24250,Thu Feb 12 2015 03:00:00 GMT-0800 (PST),
414366,2013,Chrysler,300,S,Sedan,automatic,2c3ccaggxdh529250,mn,3.4,52891.0,white,black,chrysler capital,21500,19000,Thu May 21 2015 03:45:00 GMT-0700 (PDT),
172856,2012,Honda,Accord,LX-S,Coupe,,1hgcs1b37ca017446,pa,4.2,32497.0,gray,black,"ahfc/honda lease trust/hvt, inc. eot",12700,13800,Fri Jan 23 2015 01:00:00 GMT-0800 (PST),
333509,2010,Ford,Fusion,SPORT,Sedan,automatic,3fahp0kc6ar388154,tx,2.8,72708.0,green,black,hopper motorplex inc,10200,10900,Wed Feb 18 2015 02:15:00 GMT-0800 (PST),
72714,2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh5ez025714,fl,4.0,16909.0,black,—,pv holding inc/gdp,12350,12500,Mon Jan 05 2015 04:30:00 GMT-0800 (PST),
277839,2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f35ca207148,mo,4.6,23032.0,red,tan,fifth third bank,12700,14100,Wed Feb 11 2015 02:30:00 GMT-0800 (PST),
221452,2012,Ford,Fusion,SEL,Sedan,,3fahp0ja3cr333938,pa,3.7,62957.0,gray,black,dtg operations inc,10550,10300,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),
278759,2011,Honda,Accord,SE,Sedan,automatic,1hgcp2f62ba062420,ca,1.9,50513.0,gray,black,remarketing by ge/larry h miller-fleet lease,11750,11500,Tue Feb 24 2015 04:00:00 GMT-0800 (PST),
456045,2006,Volvo,V50,2.4i,Wagon,automatic,yv1mw390362173412,ca,2.8,86725.0,silver,black,daimler daiichi corp,5350,5200,Tue May 26 2015 05:30:00 GMT-0700 (PDT),
4780,2003,subaru,forester,awd xs,,automatic,jf1sg65603h747775,ca,,144959.0,silver,—,rd cars,3325,4300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),
153905,2010,Mazda,Mazda6,i Touring,Sedan,automatic,1yvhz8ch0a5m29467,tx,3.5,35477.0,silver,black,santander consumer,9575,11000,Wed Jan 21 2015 02:00:00 GMT-0800 (PST),
503194,2009,Honda,Odyssey,EX-L,minivan,automatic,5fnrl38719b030947,nj,2.9,96897.0,silver,gray,sloane toyota,11600,11200,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),
54768,2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4rr4gg7bc673841,oh,4.4,27492.0,black,black,wholesale inc # 2,22600,25200,Tue Dec 23 2014 09:30:00 GMT-0800 (PST),
296864,2008,Pontiac,G8,Base,Sedan,automatic,6g2er57798l122658,nc,3.8,89825.0,white,black,gm financial,8800,9400,Tue Feb 17 2015 01:15:00 GMT-0800 (PST),
476789,2006,Chevrolet,Avalanche,1500 LS,crew cab,automatic,3gnek12z66g130877,oh,2.9,69052.0,silver,gray,sullivan auto group llc,14400,15000,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT),
309192,2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d79cka06358,mi,4.1,57240.0,green,—,"ford motor credit company,llc",12500,12400,Thu Feb 19 2015 01:00:00 GMT-0800 (PST),
168072,2007,Volkswagen,Jetta,2.5,Sedan,automatic,3vwrf71k27m041877,md,2.9,135881.0,white,gray,autonation honda dulles,3350,4000,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),
557040,2008,Ford,Focus,SES,sedan,automatic,1fahp35n98w167542,ga,1.9,116969.0,black,black,peach state fcu,4175,3000,Thu Jun 18 2015 03:00:00 GMT-0700 (PDT),
261537,2014,Ford,Focus,SE,Sedan,automatic,1fadp3f27el114306,ga,4.7,18493.0,red,gray,classic audi,12300,12000,Thu Feb 19 2015 09:30:00 GMT-0800 (PST),
22863,2005,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr582x5c617450,nc,3.7,187554.0,silver,gray,national fleet leasing,2225,4000,Mon Dec 22 2014 09:30:00 GMT-0800 (PST),
329912,2014,Hyundai,Accent,GLS,Sedan,automatic,kmhcu4ae4eu736518,fl,4.9,8392.0,blue,gray,northwest fcu,11650,12800,Wed Feb 18 2015 01:05:00 GMT-0800 (PST),
